=== Overnight batch started at Sun Mar  1 07:06:37 CET 2026 ===

=== Phase 1: Blender pipeline ===
    62 characters, 5 poses each, 5 angles, flat style, with layers
    Started at Sun Mar  1 07:06:37 CET 2026

INFO pipeline.pose_applicator: Indexed 180 Turn W_ Briefcase (1).fbx: 69 frames, 4 keyframes sampled
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpa3e7k2p5.png
01:02:06.047  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpro5rft66.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpro5rft66.png
01:02:06.517  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpyjqvbd6d.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpyjqvbd6d.png
01:02:06.984  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvn5c42c0.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvn5c42c0.png
01:02:07.456  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpttu1gbtn.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpttu1gbtn.png
INFO pipeline.layer_extractor: Saved 19 region layers for Ch39_nonPBR_pose_03_back
INFO pipeline.renderer: Assigned 16739 faces across 19 regions on mesh 'Ch39'
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.renderer: Applied flat style to 1 meshes
01:02:07.747  render           | Saved: 'output/segmentation/images/Ch39_nonPBR_pose_03_back_flat.png'
INFO pipeline.renderer: Color render saved to output/segmentation/images/Ch39_nonPBR_pose_03_back_flat.png
INFO pipeline.renderer: Restored scene after 'flat' style
INFO pipeline.renderer: Assigned 16739 faces across 19 regions on mesh 'Ch39'
INFO pipeline.exporter: Saved joints output/segmentation/joints/Ch39_nonPBR_pose_03.json
INFO pipeline.pose_applicator: Applied pose samba_dancing_(1)_frame_01 (52 bones transferred)
INFO pipeline.renderer: Assigned 16739 faces across 19 regions on mesh 'Ch39'
INFO pipeline.renderer: Camera setup: azimuth=0°, ortho_scale=1.838, center=(2.56, -5.21), resolution=512x512
INFO pipeline.renderer: Segmentation render configured: 512x512, EEVEE, no AA, transparent BG
01:02:08.113  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp9aaj6pd1.png'
INFO pipeline.renderer: Segmentation mask rendered to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp9aaj6pd1.png
INFO pipeline.renderer: Grayscale mask saved to output/segmentation/masks/Ch39_nonPBR_pose_04.png (512x512)
INFO pipeline.joint_extractor: Extracted 19 joints (16 visible, 3 occluded/missing)
INFO pipeline.draw_order_extractor: Draw order extracted: 19 regions with depth data, map size 512x512
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.layer_extractor: Extracting 19 region layers for Ch39_nonPBR_pose_04
01:02:08.658  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpgawd104d.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpgawd104d.png
01:02:09.142  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpua7e0gmi.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpua7e0gmi.png
01:02:09.623  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpdxm66_nf.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpdxm66_nf.png
01:02:10.103  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmps9jteudy.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmps9jteudy.png
01:02:10.572  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp55pf0m_h.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp55pf0m_h.png
01:02:11.054  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfllpsrk4.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfllpsrk4.png
01:02:11.553  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvrzi1i5c.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvrzi1i5c.png
01:02:12.052  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpf7bbdc6r.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpf7bbdc6r.png
01:02:12.557  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpbkux5y_5.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpbkux5y_5.png
01:02:13.072  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp5sq73666.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp5sq73666.png
01:02:13.710  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp3eb42hx8.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp3eb42hx8.png
01:02:14.201  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp138i05rx.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp138i05rx.png
01:02:14.697  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpf47q2jyk.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpf47q2jyk.png
01:02:15.191  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp5f_ghpc5.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp5f_ghpc5.png
01:02:15.671  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpepe2yi0u.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpepe2yi0u.png
01:02:16.160  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpa9skhpz0.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpa9skhpz0.png
01:02:16.623  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp654na506.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp654na506.png
01:02:17.107  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp_sc3ieob.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp_sc3ieob.png
01:02:17.593  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmph1um2_xt.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmph1um2_xt.png
INFO pipeline.layer_extractor: Saved 19 region layers for Ch39_nonPBR_pose_04
INFO pipeline.renderer: Assigned 16739 faces across 19 regions on mesh 'Ch39'
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.renderer: Applied flat style to 1 meshes
01:02:17.887  render           | Saved: 'output/segmentation/images/Ch39_nonPBR_pose_04_flat.png'
INFO pipeline.renderer: Color render saved to output/segmentation/images/Ch39_nonPBR_pose_04_flat.png
INFO pipeline.renderer: Restored scene after 'flat' style
INFO pipeline.renderer: Assigned 16739 faces across 19 regions on mesh 'Ch39'
INFO pipeline.exporter: Saved joints output/segmentation/joints/Ch39_nonPBR_pose_04.json
INFO pipeline.renderer: Camera setup: azimuth=45°, ortho_scale=1.838, center=(2.56, -5.21), resolution=512x512
INFO pipeline.renderer: Segmentation render configured: 512x512, EEVEE, no AA, transparent BG
01:02:18.122  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp6aa0sq0w.png'
INFO pipeline.renderer: Segmentation mask rendered to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp6aa0sq0w.png
INFO pipeline.renderer: Grayscale mask saved to output/segmentation/masks/Ch39_nonPBR_pose_04_three_quarter.png (512x512)
INFO pipeline.joint_extractor: Extracted 19 joints (19 visible, 0 occluded/missing)
INFO pipeline.draw_order_extractor: Draw order extracted: 19 regions with depth data, map size 512x512
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.layer_extractor: Extracting 19 region layers for Ch39_nonPBR_pose_04_three_quarter
01:02:18.665  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpk1k1g5gn.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpk1k1g5gn.png
01:02:19.133  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp081rsyj2.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp081rsyj2.png
01:02:19.606  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp0yqujt9x.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp0yqujt9x.png
01:02:20.083  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpsvfww51b.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpsvfww51b.png
01:02:20.572  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpoujaqy5f.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpoujaqy5f.png
01:02:21.049  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpix4i4_3g.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpix4i4_3g.png
01:02:21.527  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpqw4l6w7k.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpqw4l6w7k.png
01:02:22.170  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp53fthmko.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp53fthmko.png
01:02:22.653  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp4rvlg2ty.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp4rvlg2ty.png
01:02:23.117  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp1fg9j7_n.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp1fg9j7_n.png
01:02:23.585  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpauwokkvz.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpauwokkvz.png
01:02:24.064  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpyg29_cdm.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpyg29_cdm.png
01:02:24.553  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpodkm70uv.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpodkm70uv.png
01:02:25.042  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp_h48kh2o.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp_h48kh2o.png
01:02:25.519  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2y8q3kg0.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2y8q3kg0.png
01:02:25.989  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp6rb04l17.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp6rb04l17.png
01:02:26.457  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmps53bfefo.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmps53bfefo.png
01:02:26.918  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp_xdzrb3n.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp_xdzrb3n.png
01:02:27.386  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2vpmd7mw.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2vpmd7mw.png
INFO pipeline.layer_extractor: Saved 19 region layers for Ch39_nonPBR_pose_04_three_quarter
INFO pipeline.renderer: Assigned 16739 faces across 19 regions on mesh 'Ch39'
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.renderer: Applied flat style to 1 meshes
01:02:27.677  render           | Saved: 'output/segmentation/images/Ch39_nonPBR_pose_04_three_quarter_flat.png'
INFO pipeline.renderer: Color render saved to output/segmentation/images/Ch39_nonPBR_pose_04_three_quarter_flat.png
INFO pipeline.renderer: Restored scene after 'flat' style
INFO pipeline.renderer: Assigned 16739 faces across 19 regions on mesh 'Ch39'
INFO pipeline.exporter: Saved joints output/segmentation/joints/Ch39_nonPBR_pose_04.json
INFO pipeline.renderer: Camera setup: azimuth=90°, ortho_scale=1.838, center=(2.56, -5.21), resolution=512x512
INFO pipeline.renderer: Segmentation render configured: 512x512, EEVEE, no AA, transparent BG
01:02:27.915  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpt0r3w7fe.png'
INFO pipeline.renderer: Segmentation mask rendered to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpt0r3w7fe.png
INFO pipeline.renderer: Grayscale mask saved to output/segmentation/masks/Ch39_nonPBR_pose_04_side.png (512x512)
INFO pipeline.joint_extractor: Extracted 19 joints (19 visible, 0 occluded/missing)
INFO pipeline.draw_order_extractor: Draw order extracted: 19 regions with depth data, map size 512x512
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.layer_extractor: Extracting 19 region layers for Ch39_nonPBR_pose_04_side
01:02:28.578  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpn6q5ck0p.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpn6q5ck0p.png
01:02:29.089  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpu_oysf9m.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpu_oysf9m.png
01:02:29.590  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpymr4qnux.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpymr4qnux.png
01:02:30.081  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp6dzvrhgi.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp6dzvrhgi.png
01:02:30.577  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpztpc62wi.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpztpc62wi.png
01:02:31.067  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpi9ygm_5v.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpi9ygm_5v.png
01:02:31.683  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpblm11zk7.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpblm11zk7.png
01:02:32.158  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpcp0bhpok.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpcp0bhpok.png
01:02:32.777  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2ie17s0c.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2ie17s0c.png
01:02:33.259  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpz_1h8bve.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpz_1h8bve.png
01:02:33.745  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpxh2gx7en.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpxh2gx7en.png
01:02:34.232  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfllvj_d5.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfllvj_d5.png
01:02:34.715  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpmv9v8bjn.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpmv9v8bjn.png
01:02:35.177  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpm3nby2vq.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpm3nby2vq.png
01:02:35.656  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmph71n75sn.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmph71n75sn.png
01:02:36.148  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpt00i7rfo.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpt00i7rfo.png
01:02:36.618  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpe0nbzqxx.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpe0nbzqxx.png
01:02:37.102  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmppj59dtmd.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmppj59dtmd.png
01:02:37.594  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpqqps065t.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpqqps065t.png
INFO pipeline.layer_extractor: Saved 19 region layers for Ch39_nonPBR_pose_04_side
INFO pipeline.renderer: Assigned 16739 faces across 19 regions on mesh 'Ch39'
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.renderer: Applied flat style to 1 meshes
01:02:37.890  render           | Saved: 'output/segmentation/images/Ch39_nonPBR_pose_04_side_flat.png'
INFO pipeline.renderer: Color render saved to output/segmentation/images/Ch39_nonPBR_pose_04_side_flat.png
INFO pipeline.renderer: Restored scene after 'flat' style
INFO pipeline.renderer: Assigned 16739 faces across 19 regions on mesh 'Ch39'
INFO pipeline.exporter: Saved joints output/segmentation/joints/Ch39_nonPBR_pose_04.json
INFO pipeline.renderer: Camera setup: azimuth=135°, ortho_scale=1.838, center=(2.56, -5.21), resolution=512x512
INFO pipeline.renderer: Segmentation render configured: 512x512, EEVEE, no AA, transparent BG
01:02:38.129  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp1kh3v54z.png'
INFO pipeline.renderer: Segmentation mask rendered to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp1kh3v54z.png
INFO pipeline.renderer: Grayscale mask saved to output/segmentation/masks/Ch39_nonPBR_pose_04_three_quarter_back.png (512x512)
INFO pipeline.joint_extractor: Extracted 19 joints (19 visible, 0 occluded/missing)
INFO pipeline.draw_order_extractor: Draw order extracted: 19 regions with depth data, map size 512x512
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.layer_extractor: Extracting 19 region layers for Ch39_nonPBR_pose_04_three_quarter_back
01:02:38.688  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprkruksq1.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprkruksq1.png
01:02:39.165  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpyvefjxvj.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpyvefjxvj.png
01:02:39.629  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2xprnaix.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2xprnaix.png
01:02:40.100  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmppjd70s0w.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmppjd70s0w.png
01:02:40.571  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpt7ru5a83.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpt7ru5a83.png
01:02:41.197  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmplzq7es96.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmplzq7es96.png
01:02:41.860  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2j3f_t_y.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2j3f_t_y.png
01:02:42.385  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpenwoa2zu.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpenwoa2zu.png
01:02:42.862  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpl_1hbsod.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpl_1hbsod.png
01:02:43.329  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp257m5qxl.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp257m5qxl.png
01:02:43.790  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmplh_iw3be.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmplh_iw3be.png
01:02:44.251  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpglc2fboi.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpglc2fboi.png
01:02:44.722  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpe61ytkri.png'
